Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UVA,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UVA,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UVA,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UVA,BS Outcome - New BS DUKE,BS Outcome - New BS UVA,Ball Start,Circle Entry,From Zone DUKE,From Zone UVA,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UVA,Start Type UofL,To Zone DUKE,To Zone UVA,To Zone UofL,Ungrouped,Notes,Flags
Duke vs UVA,146.87794389433378,8.524517479665576,BW2 UVA,1,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,149.94464916000015,6.794494083999609,BW2 UVA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW2 UVA",,
Duke vs UVA,730.2502949090004,11.744772477999959,BW2 UVA,3,,,,,,,,,,,,,,NewBS DMid UVA,,,,,,,,Sideline,,,,,,,,,,,,,", Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,3704.424070284001,7.086553066663328,BW2 UVA,4,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
Duke vs UVA,3705.930185226998,6.587976028666617,BW2 UVA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW2 UVA",,
Duke vs UVA,4112.333506045001,13.400653224331109,BW2 UVA,6,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 2 - 3  UVA, BW2 UVA, Q3, DUKE 11v10 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4120.201100002668,6.389102597664532,BW2 UVA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v10 UVA, BW2 UVA",,
Duke vs UVA,4174.8001679633335,12.894050070333833,BW2 UVA,8,,,,,,,,,,,,,,NewBS AMid UVA,,,,From DMid UVA,,,,Sideline,,,,,,,,,,,To AMid UVA,,", , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4396.168584785666,16.066607972666134,BW2 UVA,9,,,,,,,,,,,,,,NewBS A25 UVA,,,,From DMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4795.427552291665,46.738889633001236,BW2 UVA,10,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,"From DMid UVA, From DMid UVA, From DMid UVA",,,"Turnover, Duel Lost",,,,,,,,,,,,"To D25 UVA, To DMid UVA, To AMid UVA",,", , , , , Home Game, DUKE 2 - 3  UVA, BW2 UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4837.227601461668,6.3033952633313675,BW2 UVA,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW2 UVA, Start DMid UVA",,
Duke vs UVA,4847.410902337,30.015726429666756,BW2 UVA,12,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,"From DMid UVA, From DMid UVA, From DMid UVA",,,"Turnover, Ball Out",,,,,,,,,,,,"To AMid UVA, To DMid UVA, To AMid UVA",,", , , , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4871.960941357001,7.037577720999252,BW2 UVA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW2 UVA",,
Duke vs UVA,4960.048472302,10.657912278334152,BW2 UVA,14,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4965.520927649668,6.475684178998563,BW2 UVA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW2 UVA",,
Duke vs UVA,5118.227660627001,17.530586073999075,BW2 UVA,16,,,,,,,,,,,,,,NewBS DMid UVA,,,,"From DMid UVA, From DMid UVA",,,,Free Hit,,,,,,,,,,,"To D25 UVA, To DMid UVA",,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5307.339783065999,29.75043277466648,BW2 UVA,17,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,From DMid UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 2 - 3  UVA, BW2 UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5331.724664010001,6.799893872998837,BW2 UVA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW2 UVA,,
Duke vs UVA,5428.780154375001,17.327253319000192,BW2 UVA,19,,,,,,,,,,,,,,NewBS DMid UVA,,,,,,,,Sideline,,,,,,,,,,,,,", Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,352.9169659296665,13.688812736666932,BW1 UVA,1,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Interception",,,,,,,,,,,,"To DMid UVA, To AMid UVA",,", , , , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,360.84427735333327,6.90623600699962,BW1 UVA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW1 UVA",,
Duke vs UVA,419.341372288667,10.383156977665635,BW1 UVA,3,,,,,BW A25 DUKE,,,BL D25 UVA,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,", , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,424.4914496366667,6.269944639332323,BW1 UVA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW1 UVA",,
Duke vs UVA,670.239514602,6.89267991266604,BW1 UVA,5,,,,,BW A25 DUKE,,,BL D25 UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
Duke vs UVA,673.1363310350004,6.0895499059987515,BW1 UVA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW1 UVA",,
Duke vs UVA,1000.7256152756675,8.283157238665808,BW1 UVA,7,,,,,,,,,TOW A25 DUKE,,,TO D25 UVA,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,,,", , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,1400.4441807910005,7.050020637999296,BW1 UVA,8,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,"Home Game, DUKE 0 - 0  UVA, Q2, DUKE 11v11 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,2140.5672773813335,14.300019018999592,BW1 UVA,9,,,,,,,,,,,,,,NewBS D25 UVA,,,,,,,,Sideline,,,,,,,,,,,,,", Home Game, DUKE 1 - 2  UVA, Q2, DUKE 11v10 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,3429.6053694833336,17.61996281566553,BW1 UVA,10,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,From D25 UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To DMid UVA,,", , , Home Game, DUKE 1 - 3  UVA, Q3, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,3442.164687664332,6.099632052000743,BW1 UVA,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW1 UVA",,
Duke vs UVA,3478.331269820666,18.049944468001286,BW1 UVA,12,,,,,,,,,,,,,,NewBS DMid UVA,,,,From D25 UVA,,,,Free Hit,,,,,,,,,,,To DMid UVA,,", , Home Game, DUKE 1 - 3  UVA, BW1 UVA, Q3, DUKE 11v11 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,3675.454827815666,14.079444271332704,BW1 UVA,13,,,,,,,,,TOW AMid DUKE,,,TO DMid UVA,,,,,,From D25 UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To DMid UVA,,", , , Home Game, DUKE 1 - 3  UVA, Q3, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,3684.3204905463335,6.831591406667485,BW1 UVA,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW1 UVA",,
Duke vs UVA,5215.692034691666,6.916181313999914,BW1 UVA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUKE 11v11 UVA,,
Duke vs UVA,5247.775914636332,22.413828517666843,BW1 UVA,16,,,,,,,,,,,,,,NewBS DMid UVA,,,,From D25 UVA,,,,Free Hit,,,,,,,,,,,To DMid UVA,,", , Home Game, DUKE 2 - 3  UVA, BW1 UVA, Q4, DUKE 11v11 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,5555.545810988334,7.218308774999969,BW1 UVA,17,,,,,,,,,TOW A25 DUKE,,,TO D25 UVA,,,,,,,,,"Turnover, Ball Out",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
Duke vs UVA,5557.350115079667,6.7983325959994545,BW1 UVA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UVA, BW1 UVA",,
Duke vs UVA,277.1328820286666,30.709315187665936,Start LC UVA,1,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,BS 4,,,"From , From A25 UVA, From AMid UVA, From DMid UVA, From AMid UVA, From A25 UVA",,,"Turnover, Ball Out",,,,,,,,,,,,"To A25 UVA, To AMid UVA, To DMid UVA, To AMid UVA, To A25 UVA, To AMid UVA",,", , , , , , , , Home Game, DUKE 0 - 0  UVA, Start LC UVA, Q1, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,795.4204309880004,18.000442754999995,Start LC UVA,2,,,,,,,,,,,,,,NewBS AMid UVA,BS 4,,,"From , From A25 UVA",,,,Long Corner,,,,,,,,,,,"To A25 UVA, To AMid UVA",,", , , Home Game, DUKE 0 - 0  UVA, Start LC UVA, Q1, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,818.4830990149998,12.655212773666562,Start LC UVA,3,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,BS 4,,,From ,,,"Turnover, Foul Against",,,,,,,,,,,,To A25 UVA,,", , , Home Game, DUKE 0 - 0  UVA, Start LC UVA, Q1, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2209.6556596126666,16.738306491666663,Start LC UVA,4,,,,,,,,,,,,,,NewBS A25 UVA,BS 4,,,"From , From A25 UVA, From AMid UVA",,,,Free Hit,,,,,,,,,,,"To A25 UVA, To AMid UVA, To A25 UVA",,", , , , Home Game, DUKE 1 - 2  UVA, Start LC UVA, Q2, DUKE 11v10 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2242.8940454853328,9.474644852001347,Start LC UVA,5,,,,,,,,,,,,,,NewBS A25 UVA,BS 4,,,From ,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, DUKE 1 - 2  UVA, Start LC UVA, Q2, DUKE 11v10 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,4055.224539331334,14.139477748331501,Start LC UVA,6,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,BS,,,"From , From A25 UVA, From A25 UVA",,,"Turnover, Foul Against",,,,,,,,,,,,"To A25 UVA, To AMid UVA, To A25 UVA",,", , , , , Home Game, DUKE 2 - 3  UVA, Start LC UVA, Q3, DUKE 11v10 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,4917.867987733,7.668980907001242,Start LC UVA,7,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,BS 4,,,"From A25 UVA, From A25 UVA",,,"Turnover, Interception",,,,,,,,,,,,"To AMid UVA, To A25 UVA",,", , , , Home Game, DUKE 2 - 3  UVA, Start LC UVA, Q4, DUKE 11v11 UVA, BW4 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,151.89466735399964,3.5077940199997215,Start DMid UVA,1,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, Q1, BW2 UVA, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,505.220766786667,6.805561466000086,Start DMid UVA,2,,,,,,,,,,,,,,NewBS AMid UVA,,,,From DMid UVA,,,,Free Hit,,,,,,,,,,,To AMid UVA,,", , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,709.8328699480002,5.606120795999686,Start DMid UVA,3,,,,,,,,,TOW AMid DUKE,,,TO DMid UVA,,,BS 2,,,From DMid UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,735.2502901610006,6.744777225999769,Start DMid UVA,4,,,,,,,,,,,,,,NewBS DMid UVA,,,,,,,,Sideline,,,,,,,,,,,,,", Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,1414.000702165666,12.416279937667014,Start DMid UVA,5, ,,,,,,,,,,,,,,BS 2,Right,,"From DMid UVA, From DMid UVA, From DMid UVA, From A25 UVA, From A25 UVA",ACE,"CE UVA, Chance UVA, Shot UVA, CE UVA, CE UVA, CE UVA, Goal UVA",,,,,,,,,,,,"To Circle UVA, To Circle UVA","To AMid UVA, To A25 UVA",,", , , , , Home Game, DUKE 0 - 0  UVA, Q2, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,1468.4520993130002,7.877707712333631,Start DMid UVA,6,,,,,,,,,,,,,,NewBS AMid UVA,BS 2,,,From DMid UVA,,,,Free Hit,,,,,,,,,,,To AMid UVA,,", , Home Game, DUKE 0 - 1  UVA, Q2, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,1872.3983011353334,6.041238851999424,Start DMid UVA,7,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 1  UVA, Q2, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,2072.0844789580005,15.630207183665334,Start DMid UVA,8,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,BS 2,,,"From DMid UVA, From D25 UVA",,,"Turnover, Duel Lost",,,,,,,,,,,,"To D25 UVA, To DMid UVA",,", , , , Home Game, DUKE 1 - 2  UVA, Q2, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,2165.5373890926667,7.989071393332324,Start DMid UVA,9,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,BS 2,,,"From DMid UVA, From DMid UVA",,,"Turnover, Foul Against",,,,,,,,,,,,"To AMid UVA, To A25 UVA",,", , , , Home Game, DUKE 1 - 2  UVA, Q2, DUKE 11v10 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,3333.7567393676673,5.772927766665362,Start DMid UVA,10,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 3  UVA, Q3, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,3502.531268078667,7.5322649823324355,Start DMid UVA,11,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,BS 2,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 3  UVA, Q3, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,3709.4242170720004,2.0864062786640716,Start DMid UVA,12,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
Duke vs UVA,3931.7456799026654,19.641673546001584,Start DMid UVA,13,,,,,,,,,,,,,,NewBS A25 UVA,,,,"From DMid UVA, From AMid UVA, From DMid UVA, From DMid UVA",,,,Free Hit,,,,,,,,,,,"To AMid UVA, To DMid UVA, To AMid UVA, To A25 UVA",,", , , , , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,4117.366755117667,8.367404151665141,Start DMid UVA,14,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 2 - 3  UVA, BW2 UVA, Q3, DUKE 11v10 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4179.833700590001,7.86051744366614,Start DMid UVA,15,,,,,,,,,,,,,,NewBS AMid UVA,,,,From DMid UVA,,,,Sideline,,,,,,,,,,,To AMid UVA,,", , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4321.716071473667,10.992491833999338,Start DMid UVA,16,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,BS 2,,,"From DMid UVA, From DMid UVA",,,"Turnover, Duel Lost",,,,,,,,,,,,"To AMid UVA, To A25 UVA",,", , , , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,4401.168605071665,11.066587686666935,Start DMid UVA,17,,,,,,,,,,,,,,NewBS A25 UVA,,,,From DMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4615.313206485999,2.926808771000651,Start DMid UVA,18,,,,,,,,,TOW AMid DUKE,,,TO DMid UVA,,,,,,,,,"Turnover, Ball Out",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
Duke vs UVA,4800.427580025667,41.73886189899895,Start DMid UVA,19,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,"From DMid UVA, From DMid UVA, From DMid UVA",,,"Turnover, Duel Lost",,,,,,,,,,,,"To D25 UVA, To DMid UVA, To AMid UVA",,", , , , , Home Game, DUKE 2 - 3  UVA, BW2 UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4852.477557337667,24.94907142899956,Start DMid UVA,20,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,"From DMid UVA, From DMid UVA, From DMid UVA",,,"Turnover, Ball Out",,,,,,,,,,,,"To AMid UVA, To DMid UVA, To AMid UVA",,", , , , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4965.115045606334,5.591338973999882,Start DMid UVA,21,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5037.957692217,18.0544011903321,Start DMid UVA,22, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Left,,"From DMid UVA, From DMid UVA, From A25 UVA, From A25 UVA, From A25 UVA",,"CE UVA, CE UVA, CE UVA, CE UVA","ACE-0 UVA, ACE-0 UVA, Turnover, Interception",,,,,,,,,,,"To Circle UVA, To Circle UVA","To AMid UVA, To A25 UVA",,", , , , , , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5123.261125127333,12.497121573666846,Start DMid UVA,23,,,,,,,,,,,,,,NewBS DMid UVA,,,,"From DMid UVA, From DMid UVA",,,,Free Hit,,,,,,,,,,,"To D25 UVA, To DMid UVA",,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5136.4481597019985,10.157783083334834,Start DMid UVA,24,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,5271.823122459334,19.299954950999563,Start DMid UVA,25,,,,,,,,,,,,,,NewBS DMid UVA,BS 2,,,"From DMid UVA, From D25 UVA",,,,Sideline,,,,,,,,,,,"To D25 UVA, To DMid UVA",,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,5296.856459784666,8.91860686200016,Start DMid UVA,26,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,5312.373126118333,24.717089722332275,Start DMid UVA,27,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,From DMid UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To AMid UVA,,", , , Home Game, DUKE 2 - 3  UVA, BW2 UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5433.846739521332,12.260668172669284,Start DMid UVA,28,,,,,,,,,,,,,,NewBS DMid UVA,,,,,,,,Sideline,,,,,,,,,,,,,", Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5447.120121627333,18.00203693000094,Start DMid UVA,29,,,,,,,,,,,,,,NewBS DMid UVA,BS 2,,,"From DMid UVA, From D25 UVA",,,,Free Hit,,,,,,,,,,,"To D25 UVA, To DMid UVA",,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, BW2 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,5469.852635102332,11.891179750667106,Start DMid UVA,30,,,,,,,,,,,,,,NewBS DMid UVA,BS 2,,,,,,,Free Hit,,,,,,,,,,,,,", Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,5482.98573058,2.737089145000027,Start DMid UVA,31,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
Duke vs UVA,5492.793235382667,16.641893873998924,Start DMid UVA,32,,,,,,,,,TOW AMid DUKE,,,TO DMid UVA,,,,,,"From DMid UVA, From AMid UVA",,,"Turnover, Ball Out",,,,,,,,,,,,"To AMid UVA, To DMid UVA",,", , , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,132.89444896299955,14.582380626333673,Start D25 UVA,1,,,,,BW A25 DUKE,,,BL D25 UVA,,,,,,,BS 1,,,"From D25 UVA, From D25 UVA",,,"Turnover, Interception",,,,,,,,,,,,"To DMid UVA, To D25 UVA",,", , , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,357.91699193066574,8.68878673566769,Start D25 UVA,2,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Interception",,,,,,,,,,,,"To DMid UVA, To AMid UVA",,", , , , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,403.40804802533324,4.314502820666803,Start D25 UVA,3,,,,,BW A25 DUKE,,,BL D25 UVA,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,424.3413495246667,5.383179741665913,Start D25 UVA,4,,,,,BW A25 DUKE,,,BL D25 UVA,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,", , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, Regular Season, In Conf",,
Duke vs UVA,456.8243451626674,10.47918215499908,Start D25 UVA,5,,,,,,,,,,,,,,NewBS DMid UVA,,,,"From D25 UVA, From DMid UVA",,,,Sideline,,,,,,,,,,,"To DMid UVA, To AMid UVA",,", , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, BW1 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,675.2395604590002,1.8926340556657806,Start D25 UVA,6,,,,,BW A25 DUKE,,,BL D25 UVA,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , DUKE 11v11 UVA",,
